Sim year stratum sex length freq prop avg_wt nwt_samples nlen_samples naged
1 2011 1 2 32 518.804 0.00980209 0.375 2 157 0
1 2011 2 2 32 353.528 0.0219598 0.350625 16 106 16
1 2011 3 2 32 0 0 0.353333 0 0 0
1 2011 1 1 33 490.715 0.0092714 0.4725 4 148.5 1
1 2011 2 1 33 253.473 0.0157448 0.40875 16 76 16
1 2011 3 1 33 0 0 0.4215 0 0 0
1 2011 1 2 33 494.02 0.00933383 0.44 2 149.5 0
1 2011 2 2 33 320.176 0.0198881 0.418571 14 96 13
1 2011 3 2 33 0 0 0.42125 0 0 0
1 2011 1 1 34 611.329 0.0115502 0.493333 3 185 1
1 2011 2 1 34 263.478 0.0163663 0.444348 23 79 23
1 2011 3 1 34 0 0 0.47 1 0 1
1 2011 1 2 34 469.236 0.00886558 0.535 2 142 1
1 2011 2 2 34 333.517 0.0207168 0.4085 20 100 20
1 2011 3 2 34 0 0 0.42 0 0 0
1 2011 1 1 35 748.465 0.0141412 0.601818 11 226.5 5
1 2011 2 1 35 300.165 0.0186451 0.5175 20 90 20
1 2011 3 1 35 0 0 0.56 1 0 1
1 2011 1 2 35 599.763 0.0113317 0.54375 8 181.5 1
1 2011 2 2 35 273.484 0.0169878 0.409231 13 82 12
1 2011 3 2 35 0 0 0.58 1 0 1
1 2011 1 1 36 849.252 0.0160455 0.6475 24 257 7
1 2011 2 1 36 370.204 0.0229956 0.566923 13 111 13
1 2011 3 1 36 0 0 0.61 1 0 1
1 2011 1 2 36 802.989 0.0151714 0.592941 17 243 2
1 2011 2 2 36 343.522 0.0213383 0.451818 11 103 11
1 2011 3 2 36 3.77849 0.0285714 0.55 1 1 1
1 2011 1 1 37 1402.75 0.0265031 0.697059 34 424.5 9
1 2011 2 1 37 460.253 0.0285892 0.5625 12 138 12
1 2011 3 1 37 0 0 0.661957 0 0 0
1 2011 1 2 37 1078.91 0.0203846 0.644848 33 326.5 6
1 2011 2 2 37 403.555 0.0250673 0.49 3 121 3
1 2011 3 2 37 0 0 0.631944 0 0 0
1 2011 1 1 38 2128.09 0.0402073 0.79 79 644 10
1 2011 2 1 38 653.693 0.0406049 0.595714 7 196 7
1 2011 3 1 38 0 0 0.774186 0 0 0
1 2011 1 2 38 1867.03 0.035275 0.693651 63 565 12
1 2011 2 2 38 570.314 0.0354257 0.586667 3 171 3
1 2011 3 2 38 0 0 0.63 1 0 1
1 2011 1 1 39 3233.43 0.0610913 0.841724 116 978.5 26.5
1 2011 2 1 39 833.792 0.051792 0.677143 7 250 7
1 2011 3 1 39 0 0 0.833115 0 0 0
1 2011 1 2 39 2843.51 0.0537242 0.744681 94 860.5 20.5
1 2011 2 2 39 697.05 0.0432981 0.546667 3 209 3
1 2011 3 2 39 0 0 0.738542 0 0 0
1 2011 1 1 40 3458.14 0.0653368 0.90781 137 1046.5 29
1 2011 2 1 40 870.479 0.0540709 0.68 1 261 1
1 2011 3 1 40 0 0 0.906159 0 0 0
1 2011 1 2 40 3342.48 0.0631517 0.821275 102 1011.5 16
1 2011 2 2 40 843.798 0.0524135 0.821275 0 253 0
1 2011 3 2 40 0 0 0.821275 0 0 0
1 2011 1 1 41 2962.47 0.0559718 0.957339 124 896.5 27
1 2011 2 1 41 650.358 0.0403978 0.957339 0 195 0
1 2011 3 1 41 0 0 0.957339 0 0 0
1 2011 1 2 41 3299.52 0.06234 0.854355 124 998.5 18
1 2011 2 2 41 943.853 0.0586285 0.79 3 283 3
1 2011 3 2 41 0 0 0.852835 0 0 0
1 2011 1 1 42 1837.29 0.0347131 0.995119 84 556 10
1 2011 2 1 42 530.292 0.0329397 0.88 1 159 1
1 2011 3 1 42 0 0 0.993765 0 0 0
1 2011 1 2 42 3086.39 0.058313 0.869151 106 934 25
1 2011 2 2 42 930.512 0.0577999 0.7 1 279 1
1 2011 3 2 42 0 0 0.86757 0 0 0
1 2011 1 1 43 1078.91 0.0203846 1.02698 43 326.5 7
1 2011 2 1 43 253.473 0.0157448 1.02698 0 76 0
1 2011 3 1 43 3.77849 0.0285714 1.02698 0 1 0
1 2011 1 2 43 3213.61 0.0607167 0.887414 116 972.5 20
1 2011 2 2 43 840.463 0.0522063 0.887414 0 252 0
1 2011 3 2 43 0 0 0.887414 0 0 0
1 2011 1 1 44 490.715 0.0092714 1.05458 24 148.5 6
1 2011 2 1 44 136.742 0.00849389 1.05458 0 41 0
1 2011 3 1 44 3.77849 0.0285714 1.05458 0 1 0
1 2011 1 2 44 2787.33 0.0526628 0.941429 98 843.5 20
1 2011 2 2 44 657.028 0.0408121 0.941429 0 197 0
1 2011 3 2 44 0 0 0.941429 0 0 0
1 2011 1 1 45 176.79 0.0033402 1.24778 9 53.5 3
1 2011 2 1 45 43.3572 0.00269318 1.24778 0 13 0
1 2011 3 1 45 15.114 0.114286 1.24778 0 4 0
1 2011 1 2 45 1647.28 0.0311232 0.999833 60 498.5 17
1 2011 2 2 45 370.204 0.0229956 0.999833 0 111 0
1 2011 3 2 45 3.77849 0.0285714 0.999833 0 1 0
1 2011 1 1 46 69.3941 0.00131111 1.24 9 21 4
1 2011 2 1 46 26.6814 0.00165734 1.24 0 8 0
1 2011 3 1 46 15.114 0.114286 1.24 0 4 0
1 2011 1 2 46 674.114 0.0127365 1.05615 26 204 10
1 2011 2 2 46 206.78 0.0128444 1.05615 0 62 0
1 2011 3 2 46 0 0 1.05615 0 0 0
1 2011 1 1 47 39.6538 0.000749204 1.70667 3 12 3
1 2011 2 1 47 23.3462 0.00145018 1.12 1 7 1
1 2011 3 1 47 22.6709 0.171429 1.56 0 6 0
1 2011 1 2 47 191.66 0.00362115 1.20667 6 58 1
1 2011 2 2 47 56.6979 0.00352186 1.20667 0 17 0
1 2011 3 2 47 0 0 1.20667 0 0 0
1 2011 1 1 48 26.4358 0.000499469 1.866 5 8 5
1 2011 2 1 48 33.3517 0.00207168 1.866 0 10 0
1 2011 3 1 48 7.55698 0.0571429 1.866 0 2 0
1 2011 1 2 48 76.0031 0.00143597 1.59333 3 23 2
1 2011 2 2 48 33.3517 0.00207168 1.59333 0 10 0
1 2011 3 2 48 0 0 1.59333 0 0 0
1 2011 1 1 49 23.1314 0.000437036 1.795 0 7 0
1 2011 2 1 49 6.67034 0.000414336 1.795 0 2 0
1 2011 3 1 49 0 0 1.795 0 0 0
1 2011 1 2 49 42.9583 0.000811638 1.795 2 13 2
1 2011 2 2 49 33.3517 0.00207168 1.795 0 10 0
1 2011 3 2 49 0 0 1.795 0 0 0
1 2011 1 1 50 9.91344 0.000187301 1.61 0 3 0
1 2011 2 1 50 10.0055 0.000621504 1.61 0 3 0
1 2011 3 1 50 3.77849 0.0285714 1.61 0 1 0
1 2011 1 2 50 33.0448 0.000624337 1.61 3 10 2
1 2011 2 2 50 33.3517 0.00207168 1.61 0 10 0
1 2011 3 2 50 11.3355 0.0857143 1.61 0 3 0
1 2011 1 1 51 6.60896 0.000124867 2.12 0 2 0
1 2011 2 1 51 13.3407 0.000828672 2.12 0 4 0
1 2011 3 1 51 11.3355 0.0857143 2.12 0 3 0
1 2011 1 2 51 42.9583 0.000811638 2.12 1 13 1
1 2011 2 2 51 30.0165 0.00186451 2.12 0 9 0
1 2011 3 2 51 7.55698 0.0571429 2.12 0 2 0
1 2011 1 1 52 0 0 2.04667 0 0 0
1 2011 2 1 52 0 0 2.04667 0 0 0
1 2011 3 1 52 0 0 2.04667 0 0 0
1 2011 1 2 52 46.2627 0.000874071 2.04667 3 14 2
1 2011 2 2 52 26.6814 0.00165734 2.04667 0 8 0
1 2011 3 2 52 11.3355 0.0857143 2.04667 0 3 0
1 2011 1 1 53 0 0 0 0 0 0
1 2011 2 1 53 0 0 0 0 0 0
1 2011 3 1 53 0 0 0 0 0 0
1 2011 1 2 53 0 0.00068677 0 0 11 0
1 2011 2 2 53 0 0.000828672 0 0 4 0
1 2011 3 2 53 0 0 0 0 0 0
1 2011 1 1 54 0 0 2.2 0 0 0
1 2011 2 1 54 0 0 2.2 0 0 0
1 2011 3 1 54 3.77849 0.0285714 2.2 0 1 0
1 2011 1 2 54 13.2179 0.000249735 2.2 1 4 1
1 2011 2 2 54 23.3462 0.00145018 2.2 0 7 0
1 2011 3 2 54 3.77849 0.0285714 2.2 0 1 0
1 2011 1 1 55 0 6.24337e-005 0 0 1 0
1 2011 2 1 55 0 0 0 0 0 0
1 2011 3 1 55 0 0 0 0 0 0
1 2011 1 2 55 0 6.24337e-005 0 0 1 0
1 2011 2 2 55 0 0.00103584 0 0 5 0
1 2011 3 2 55 0 0.0285714 0 0 1 0
1 2011 1 1 56 0 0 2.63 0 0 0
1 2011 2 1 56 0 0 2.63 0 0 0
1 2011 3 1 56 0 0 2.63 0 0 0
1 2011 1 2 56 3.30448 6.24337e-005 2.63 1 1 1
1 2011 2 2 56 6.67034 0.000414336 2.63 0 2 0
1 2011 3 2 56 0 0 2.63 0 0 0
1 2011 1 1 57 0 0 0 0 0 0
1 2011 2 1 57 0 0 0 0 0 0
1 2011 3 1 57 0 0 0 0 0 0
1 2011 1 2 57 0 6.24337e-005 0 0 1 0
1 2011 2 2 57 0 0.000207168 0 0 1 0
1 2011 3 2 57 0 0 0 0 0 0
1 2011 1 1 58 0 0 0 0 0 0
1 2011 2 1 58 0 0 0 0 0 0
1 2011 3 1 58 0 0 0 0 0 0
1 2011 1 2 58 0 0 0 0 0 0
1 2011 2 2 58 0 0 0 0 0 0
1 2011 3 2 58 0 0 0 0 0 0
1 2011 1 1 59 0 0 0 0 0 0
1 2011 2 1 59 0 0 0 0 0 0
1 2011 3 1 59 0 0 0 0 0 0
1 2011 1 2 59 0 0 0 0 0 0
1 2011 2 2 59 0 0 0 0 0 0
1 2011 3 2 59 0 0 0 0 0 0
1 2011 1 1 60 0 0 0 0 0 0
1 2011 2 1 60 0 0 0 0 0 0
1 2011 3 1 60 0 0 0 0 0 0
1 2011 1 2 60 0 0 0 0 0 0
1 2011 2 2 60 0 0 0 0 0 0
1 2011 3 2 60 0 0 0 0 0 0
1 2011 1 1 61 0 0 0 0 0 0
1 2011 2 1 61 0 0 0 0 0 0
1 2011 3 1 61 0 0 0 0 0 0
1 2011 1 2 61 0 0 0 0 0 0
1 2011 2 2 61 0 0 0 0 0 0
1 2011 3 2 61 0 0 0 0 0 0
1 2011 1 1 62 0 0 0 0 0 0
1 2011 2 1 62 0 0 0 0 0 0
1 2011 3 1 62 0 0 0 0 0 0
1 2011 1 2 62 0 0 0 0 0 0
1 2011 2 2 62 0 0 0 0 0 0
1 2011 3 2 62 0 0 0 0 0 0
1 2011 1 1 63 0 0 0 0 0 0
1 2011 2 1 63 0 0 0 0 0 0
1 2011 3 1 63 0 0 0 0 0 0
1 2011 1 2 63 0 6.24337e-005 0 0 1 0
1 2011 2 2 63 0 0 0 0 0 0
1 2011 3 2 63 0 0 0 0 0 0
1 2011 1 1 64 0 0 0 0 0 0
1 2011 2 1 64 0 0 0 0 0 0
1 2011 3 1 64 0 0 0 0 0 0
1 2011 1 2 64 0 0 0 0 0 0
1 2011 2 2 64 0 0 0 0 0 0
1 2011 3 2 64 0 0 0 0 0 0
1 2011 1 1 65 0 0 0 0 0 0
1 2011 2 1 65 0 0 0 0 0 0
1 2011 3 1 65 0 0 0 0 0 0
1 2011 1 2 65 0 0 0 0 0 0
1 2011 2 2 65 0 0 0 0 0 0
1 2011 3 2 65 0 0 0 0 0 0
1 2011 1 1 66 0 0 0 0 0 0
1 2011 2 1 66 0 0 0 0 0 0
1 2011 3 1 66 0 0 0 0 0 0
1 2011 1 2 66 0 0 0 0 0 0
1 2011 2 2 66 0 0 0 0 0 0
1 2011 3 2 66 0 0 0 0 0 0
1 2011 1 1 67 0 0 0 0 0 0
1 2011 2 1 67 0 0 0 0 0 0
1 2011 3 1 67 0 0 0 0 0 0
1 2011 1 2 67 0 0 0 0 0 0
1 2011 2 2 67 0 0 0 0 0 0
1 2011 3 2 67 0 0 0 0 0 0
1 2011 1 1 68 0 0 0 0 0 0
1 2011 2 1 68 0 0 0 0 0 0
1 2011 3 1 68 0 0 0 0 0 0
1 2011 1 2 68 0 0 0 0 0 0
1 2011 2 2 68 0 0 0 0 0 0
1 2011 3 2 68 0 0 0 0 0 0
1 2011 1 1 69 0 0 0 0 0 0
1 2011 2 1 69 0 0 0 0 0 0
1 2011 3 1 69 0 0 0 0 0 0
1 2011 1 2 69 0 0 0 0 0 0
1 2011 2 2 69 0 0 0 0 0 0
1 2011 3 2 69 0 0 0 0 0 0
1 2011 1 1 70 0 0 0 0 0 0
1 2011 2 1 70 0 0 0 0 0 0
1 2011 3 1 70 0 0 0 0 0 0
1 2011 1 2 70 0 0 0 0 0 0
1 2011 2 2 70 0 0 0 0 0 0
1 2011 3 2 70 0 0 0 0 0 0
